	CD8 T	B	CD4 T	FCGR3A Monocytes	NK	CD14 Monocytes
0	0.1704	0.3114	0.0416	0.2836	0.0486	0.1444
0	0.0398	0.0424	0.0724	0.1466	0.5848	0.114
0	0.0396	0.1534	0.3698	0.1794	0.0094	0.2484
0	0.429	0.087	0.124	0.049	0.1834	0.1276
0	0.2504	0.396	0.146	0.0232	0.1292	0.0552
0	0.0612	0.264	0.1466	0.2274	0.1246	0.1762
0	0.2104	0.2094	0.0722	0.3268	0.0746	0.1066
0	0.0128	0.0838	0.1452	0.2164	0.2056	0.3362
0	0.4008	0.0334	0.0742	0.2166	0.0834	0.1916
0	0.054	0.0288	0.1634	0.2958	0.0472	0.4108
0	0.0674	0.3006	0.0822	0.3192	0.0374	0.1932
0	0.0928	0.0896	0.4216	0.0352	0.3466	0.0142
0	0.6252	0.1236	0.0746	0.1178	0.0106	0.0482
0	0.0642	0.2984	0.0742	0.374	0.0362	0.153
0	0.2368	0.1706	0.1478	0.053	0.2208	0.171
0	0.402	0.248	0.024	0.1192	0.049	0.1578
0	0.5582	0.2186	0.0426	0.0648	0.0292	0.0866
0	0.143	0.0868	0.1008	0.3024	0.188	0.179
0	0.1296	0.2984	0.0158	0.3136	0.0988	0.1438
0	0.2434	0.133	0.2452	0.046	0.1054	0.227
0	0.2358	0.373	0.1586	0.0872	0.1084	0.037
0	0.323	0.1106	0.0472	0.2348	0.0864	0.198
0	0.7858	0.0256	0.0706	0.0324	0.0428	0.0428
0	0.0116	0.1494	0.0328	0.1858	0.199	0.4214
0	0.0332	0.2142	0.047	0.0674	0.045	0.5932
0	0.2002	0.076	0.037	0.1808	0.4668	0.0392
0	0.231	0.3402	0.1238	0.2424	0.0104	0.0522
0	0.0356	0.1538	0.0964	0.3674	0.2504	0.0964
0	0.12	0.313	0.0268	0.0754	0.0158	0.449
0	0.3166	0.2042	0.0572	0.084	0.1976	0.1404
0	0.14	0.386	0.1706	0.07	0.0786	0.1548
0	0.1502	0.1716	0.1622	0.057	0.3378	0.1212
0	0.0136	0.2262	0.0254	0.021	0.5918	0.122
0	0.3404	0.5112	0.022	0.0728	0.0412	0.0124
0	0.1464	0.1138	0.137	0.0686	0.012	0.5222
0	0.2044	0.0218	0.1342	0.1562	0.1968	0.2866
0	0.1486	0.0322	0.294	0.095	0.0348	0.3954
0	0.0068	0.2308	0.3986	0.163	0.0524	0.1484
0	0.0658	0.0958	0.0248	0.2752	0.4808	0.0576
0	0.1098	0.1762	0.3256	0.1352	0.1128	0.1404
0	0.194	0.419	0.1138	0.072	0.1732	0.028
0	0.1674	0.2088	0.1048	0.1578	0.2884	0.0728
0	0.1756	0.1402	0.102	0.3144	0.1724	0.0954
0	0.193	0.052	0.0444	0.0522	0.252	0.4064
0	0.043	0.2066	0.1188	0.1734	0.2182	0.24
0	0.034	0.237	0.1004	0.0324	0.2436	0.3526
0	0.0168	0.1438	0.2116	0.0614	0.027	0.5394
0	0.2256	0.3038	0.222	0.1452	0.0844	0.019
0	0.3394	0.0432	0.1976	0.2854	0.029	0.1054
0	0.2322	0.1306	0.2216	0.315	0.0652	0.0354
0	0.0276	0.0234	0.3078	0.4214	0.1774	0.0424
0	0.1954	0.0208	0.3228	0.1142	0.1266	0.2202
0	0.0268	0.2456	0.3346	0.1774	0.0846	0.131
0	0.1824	0.1008	0.4122	0.1566	0.061	0.087
0	0.1312	0.0404	0.3706	0.2238	0.0082	0.2258
0	0.454	0.0154	0.126	0.0648	0.0414	0.2984
0	0.0936	0.083	0.13	0.1438	0.3716	0.178
0	0.0916	0.0354	0.1202	0.5572	0.1178	0.0778
0	0.0858	0.049	0.3262	0.191	0.3292	0.0188
0	0.2526	0.4322	0.14	0.0976	0.0324	0.0452
0	0.0402	0.0938	0.1704	0.4194	0.0504	0.2258
0	0.095	0.0296	0.4892	0.2576	0.0498	0.0788
0	0.4206	0.0968	0.1214	0.0904	0.1784	0.0924
0	0.1316	0.0646	0.0058	0.3128	0.031	0.4542
0	0.6878	0.0448	0.0444	0.0394	0.031	0.1526
0	0.0422	0.1572	0.0572	0.289	0.4182	0.0362
0	0.1024	0.325	0.1392	0.0176	0.282	0.1338
0	0.0934	0.0188	0.1448	0.247	0.3666	0.1294
0	0.1514	0.1964	0.0794	0.3914	0.1622	0.0192
0	0.0776	0.12	0.011	0.1506	0.5638	0.077
0	0.1602	0.109	0.1248	0.2638	0.0634	0.2788
0	0.4462	0.2404	0.0848	0.172	0.0482	0.0084
0	0.1598	0.1362	0.5432	0.1096	0.024	0.0272
0	0.178	0.0108	0.0876	0.344	0.1096	0.27
0	0.1378	0.3844	0.1662	0.0636	0.091	0.157
0	0.0646	0.1112	0.2508	0.3444	0.0118	0.2172
0	0.0314	0.1458	0.0662	0.3524	0.1418	0.2624
0	0.1396	0.0196	0.0246	0.0556	0.241	0.5196
0	0.125	0.077	0.1334	0.1166	0.1802	0.3678
0	0.1196	0.0768	0.0366	0.2016	0.0598	0.5056
0	0.168	0.1392	0.4006	0.0896	0.1336	0.069
0	0.2766	0.09	0.255	0.1146	0.2064	0.0574
0	0.0714	0.087	0.0752	0.06	0.3088	0.3976
0	0.132	0.0718	0.051	0.1028	0.6146	0.0278
0	0.326	0.0724	0.1578	0.0664	0.2554	0.122
0	0.2524	0.0852	0.2084	0.2312	0.1732	0.0496
0	0.0936	0.1278	0.2048	0.1196	0.2156	0.2386
0	0.1742	0.1076	0.1006	0.3284	0.2142	0.075
0	0.0436	0.3148	0.371	0.1486	0.0674	0.0546
0	0.128	0.118	0.0466	0.3964	0.1496	0.1614
0	0.0176	0.416	0.387	0.0182	0.0656	0.0956
0	0.0526	0.14	0.1276	0.1162	0.1326	0.431
0	0.3898	0.2318	0.2488	0.0436	0.0442	0.0418
0	0.0672	0.2724	0.069	0.133	0.1412	0.3172
0	0.0096	0.0858	0.2582	0.5626	0.045	0.0388
0	0.3088	0.067	0.1314	0.3946	0.0796	0.0186
0	0.0402	0.1278	0.056	0.0712	0.0962	0.6086
0	0.2574	0.1314	0.4226	0.1196	0.0096	0.0594
0	0.3148	0.1366	0.065	0.149	0.0744	0.2602
0	0.0416	0.039	0.062	0.0762	0.646	0.1352
0	0.159	0.2588	0.0206	0.438	0.1052	0.0184
0	0.0044	0.3808	0.0802	0.4116	0.0752	0.0478
0	0.1788	0.296	0.2352	0.0706	0.0854	0.134
0	0.1018	0.1232	0.5392	0.0892	0.0398	0.1068
0	0.2856	0.2016	0.0194	0.1262	0.0926	0.2746
0	0.113	0.173	0.0472	0.5736	0.039	0.0542
0	0.216	0.4104	0.0284	0.0364	0.1992	0.1096
0	0.0544	0.146	0.219	0.277	0.115	0.1886
0	0.0844	0.2526	0.1952	0.2402	0.0264	0.2012
0	0.007	0.0076	0.2484	0.0394	0.6924	0.0052
0	0.0226	0.0318	0.3956	0.2176	0.3074	0.025
0	0.0918	0.3974	0.0496	0.075	0.1328	0.2534
0	0.2938	0.2332	0.0892	0.0232	0.3254	0.0352
0	0.1314	0.1208	0.0134	0.0836	0.4996	0.1512
0	0.0228	0.0142	0.0618	0.153	0.2982	0.45
0	0.0308	0.0672	0.1486	0.668	0.008	0.0774
0	0.0426	0.0768	0.0108	0.4542	0.3108	0.1048
0	0.1032	0.3168	0.3728	0.0858	0.0854	0.036
0	0.0602	0.1368	0.1114	0.175	0.2892	0.2274
0	0.0996	0.1726	0.0376	0.0362	0.451	0.203
0	0.1236	0.1208	0.3008	0.11	0.028	0.3168
0	0.0358	0.5268	0.08	0.3074	0.0194	0.0306
0	0.0334	0.0422	0.371	0.4594	0.0044	0.0896
0	0.0066	0.0316	0.1508	0.0594	0.0448	0.7068
0	0.5538	0.0914	0.0716	0.1568	0.0292	0.0972
0	0.079	0.138	0.1546	0.326	0.2724	0.03
0	0.1414	0.2186	0.1158	0.0762	0.3652	0.0828
0	0.1122	0.1124	0.049	0.2896	0.2988	0.138
0	0.0718	0.0786	0.1696	0.1982	0.4258	0.056
0	0.0676	0.0232	0.1072	0.0908	0.4942	0.217
0	0.0774	0.2584	0.3448	0.1432	0.1474	0.0288
0	0.1742	0.057	0.3406	0.1098	0.034	0.2844
0	0.1028	0.0366	0.5496	0.0786	0.1176	0.1148
0	0.0468	0.1136	0.1894	0.09	0.4184	0.1418
0	0.0768	0.0562	0.3384	0.1376	0.1734	0.2176
0	0.152	0.3616	0.1842	0.1332	0.1476	0.0214
0	0.127	0.0666	0.1132	0.2022	0.2058	0.2852
0	0.0416	0.1504	0.0626	0.0854	0.1296	0.5304
0	0.2354	0.0948	0.1692	0.2932	0.1576	0.0498
0	0.0728	0.246	0.1572	0.372	0.0996	0.0524
0	0.0822	0.1242	0.5034	0.0368	0.1142	0.1392
0	0.0498	0.662	0.0734	0.076	0.0694	0.0694
0	0.011	0.1622	0.5664	0.147	0.068	0.0454
0	0.0672	0.4214	0.2592	0.032	0.0348	0.1854
0	0.3136	0.0732	0.1956	0.107	0.2698	0.0408
0	0.0356	0.1432	0.184	0.0572	0.2844	0.2956
0	0.317	0.0522	0.063	0.2212	0.0644	0.2822
0	0.045	0.3608	0.0328	0.433	0.0098	0.1186
0	0.512	0.054	0.1308	0.1376	0.106	0.0596
0	0.2546	0.0836	0.02	0.1564	0.3682	0.1172
0	0.0132	0.1526	0.0432	0.6644	0.0576	0.069
0	0.2432	0.1302	0.053	0.073	0.3388	0.1618
0	0.0444	0.4286	0.1776	0.2462	0.0214	0.0818
0	0.1542	0.118	0.3304	0.1684	0.1166	0.1124
0	0.2058	0.4616	0.0492	0.1508	0.1128	0.0198
0	0.0758	0.6004	0.1166	0.0328	0.1084	0.066
0	0.0254	0.1474	0.2366	0.0468	0.242	0.3018
0	0.116	0.272	0.1094	0.0872	0.0918	0.3236
0	0.3138	0.0728	0.0924	0.2624	0.0816	0.177
0	0.2042	0.0092	0.1772	0.3116	0.1816	0.1162
0	0.3238	0.0262	0.1806	0.068	0.0934	0.308
0	0.1606	0.1922	0.284	0.1054	0.1222	0.1356
0	0.1764	0.2504	0.0954	0.1344	0.0924	0.251
0	0.0718	0.062	0.4222	0.2638	0.0118	0.1684
0	0.2326	0.0676	0.3248	0.2804	0.0414	0.0532
0	0.043	0.049	0.0692	0.1742	0.0936	0.571
0	0.1346	0.067	0.1332	0.0236	0.3464	0.2952
0	0.0226	0.0268	0.2052	0.6988	0.0266	0.02
0	0.1738	0.078	0.2396	0.3266	0.1366	0.0454
0	0.038	0.244	0.601	0.0406	0.0134	0.063
0	0.1934	0.4588	0.0104	0.056	0.2566	0.0248
0	0.0668	0.1628	0.066	0.0962	0.4576	0.1506
0	0.0254	0.0898	0.2602	0.1622	0.1472	0.3152
0	0.1314	0.0402	0.0488	0.1216	0.58	0.078
0	0.4534	0.167	0.0766	0.0578	0.0786	0.1666
0	0.1046	0.0288	0.0302	0.4114	0.1008	0.3242
0	0.208	0.047	0.0648	0.0458	0.2732	0.3612
0	0.0356	0.7544	0.0132	0.0158	0.0308	0.1502
0	0.0174	0.3496	0.058	0.4064	0.041	0.1276
0	0.0624	0.1516	0.2456	0.1508	0.181	0.2086
0	0.4202	0.0944	0.2682	0.023	0.0248	0.1694
0	0.1026	0.165	0.2144	0.109	0.3262	0.0828
0	0.0056	0.123	0.3644	0.0468	0.0352	0.425
0	0.0368	0.0958	0.0946	0.1612	0.2126	0.399
0	0.0748	0.043	0.148	0.1574	0.174	0.4028
0	0.138	0.0412	0.4024	0.1216	0.2072	0.0896
0	0.0284	0.359	0.06	0.1766	0.093	0.283
0	0.0082	0.1208	0.139	0.1964	0.342	0.1936
0	0.177	0.1654	0.3824	0.1342	0.0254	0.1156
0	0.1574	0.1482	0.1814	0.0902	0.2786	0.1442
0	0.5234	0.0328	0.0192	0.199	0.0512	0.1744
0	0.0694	0.2022	0.1194	0.036	0.4542	0.1188
0	0.323	0.0308	0.0558	0.0814	0.4622	0.0468
0	0.0094	0.8056	0.0208	0.0172	0.0992	0.0478
0	0.7564	0.0096	0.031	0.1114	0.0102	0.0814
0	0.0406	0.0844	0.0596	0.0216	0.1104	0.6834
0	0.2218	0.2192	0.0242	0.28	0.0202	0.2346
0	0.113	0.0108	0.1664	0.0488	0.0598	0.6012
0	0.2822	0.2666	0.2294	0.0394	0.0782	0.1042
0	0.0552	0.2338	0.298	0.0306	0.2252	0.1572
0	0.131	0.0414	0.12	0.0144	0.1874	0.5058
0	0.112	0.0088	0.5712	0.0292	0.2264	0.0524
0	0.014	0.261	0.069	0.3192	0.2604	0.0764
0	0.1234	0.1098	0.1446	0.2374	0.153	0.2318
0	0.5638	0.022	0.2158	0.0712	0.0398	0.0874
0	0.0508	0.858	0.0072	0.0346	0.0262	0.0232
0	0.0738	0.067	0.5682	0.0422	0.0634	0.1854
0	0.1946	0.2838	0.0854	0.0748	0.3432	0.0182
0	0.0342	0.5306	0.073	0.3126	0.0246	0.025
0	0.2154	0.1294	0.3842	0.1328	0.0458	0.0924
0	0.0402	0.5874	0.0828	0.0496	0.05	0.19
0	0.1556	0.0708	0.0976	0.1512	0.0388	0.486
0	0.0178	0.0996	0.0464	0.5058	0.0168	0.3136
0	0.0346	0.366	0.186	0.206	0.0774	0.13
0	0.0154	0.053	0.189	0.0578	0.1394	0.5454
0	0.241	0.0948	0.0866	0.0594	0.045	0.4732
0	0.159	0.2924	0.0214	0.1006	0.3854	0.0412
0	0.037	0.3804	0.0314	0.3246	0.1218	0.1048
0	0.0562	0.2248	0.045	0.0918	0.3596	0.2226
0	0.0656	0.4594	0.2724	0.0196	0.1038	0.0792
0	0.1524	0.0914	0.2202	0.0624	0.4236	0.05
0	0.1404	0.021	0.0684	0.1894	0.079	0.5018
0	0.338	0.2938	0.185	0.0274	0.031	0.1248
0	0.355	0.0702	0.065	0.23	0.2264	0.0534
0	0.2106	0.0124	0.1848	0.1932	0.1212	0.2778
0	0.2476	0.0536	0.4494	0.0658	0.1304	0.0532
0	0.4036	0.1942	0.0292	0.0534	0.0922	0.2274
0	0.0196	0.1896	0.3716	0.1144	0.0818	0.223
0	0.2534	0.1368	0.0946	0.1676	0.0908	0.2568
0	0.1404	0.2498	0.1078	0.0942	0.309	0.0988
0	0.1052	0.0384	0.331	0.0566	0.4662	0.0026
0	0.1234	0.0266	0.0488	0.0104	0.031	0.7598
0	0.1412	0.3878	0.1	0.1688	0.0982	0.104
0	0.0148	0.5536	0.0052	0.02	0.2726	0.1338
0	0.0408	0.212	0.127	0.1796	0.3784	0.0622
0	0.2664	0.1036	0.0282	0.119	0.1812	0.3016
0	0.2162	0.1572	0.01	0.2754	0.0604	0.2808
0	0.2786	0.0438	0.0556	0.0444	0.2286	0.349
0	0.1278	0.0734	0.1722	0.0508	0.0938	0.482
0	0.2722	0.09	0.2734	0.1016	0.0402	0.2226
0	0.1244	0.1246	0.0178	0.2334	0.3284	0.1714
0	0.3782	0.036	0.2242	0.2276	0.0466	0.0874
0	0.1374	0.3456	0.0228	0.013	0.4238	0.0574
0	0.343	0.108	0.1364	0.0344	0.086	0.2922
0	0.1678	0.0672	0.4166	0.0242	0.2316	0.0926
0	0.4426	0.0936	0.1052	0.0756	0.166	0.117
0	0.0078	0.1964	0.014	0.0562	0.5416	0.184
0	0.0954	0.0324	0.1702	0.4662	0.026	0.2098
0	0.4558	0.2526	0.135	0.0488	0.0354	0.0724
0	0.5012	0.063	0.0326	0.056	0.0458	0.3014
0	0.2072	0.0812	0.5142	0.1158	0.0558	0.0258
0	0.1454	0.0824	0.4484	0.0466	0.2126	0.0646
0	0.4474	0.04	0.0614	0.2372	0.0446	0.1694
0	0.1104	0.151	0.0872	0.123	0.07	0.4584
0	0.0154	0.5042	0.0154	0.3466	0.0914	0.027
0	0.3502	0.079	0.0892	0.019	0.0704	0.3922
0	0.0588	0.0576	0.1692	0.1598	0.0988	0.4558
0	0.109	0.233	0.1708	0.2556	0.1068	0.1248
0	0.1696	0.1644	0.31	0.2064	0.1228	0.0268
0	0.2346	0.2636	0.079	0.2256	0.1788	0.0184
0	0.2302	0.0472	0.011	0.025	0.5268	0.1598
0	0.0146	0.0818	0.0174	0.1672	0.0856	0.6334
0	0.107	0.1086	0.077	0.241	0.3244	0.142
0	0.369	0.1688	0.1406	0.0196	0.2688	0.0332
0	0.0218	0.1054	0.0532	0.1904	0.0148	0.6144
0	0.18	0.1016	0.4984	0.0584	0.111	0.0506
0	0.0818	0.1054	0.5064	0.1554	0.0724	0.0786
0	0.0412	0.159	0.0158	0.3892	0.2234	0.1714
0	0.0926	0.1838	0.0636	0.444	0.1262	0.0898
0	0.1112	0.2624	0.0412	0.1042	0.1994	0.2816
0	0.0644	0.0596	0.2004	0.4818	0.1086	0.0852
0	0.0452	0.3184	0.1392	0.0894	0.0386	0.3692
0	0.062	0.0516	0.1182	0.0604	0.6866	0.0212
0	0.1024	0.1406	0.0982	0.418	0.178	0.0628
0	0.0148	0.731	0.0544	0.1122	0.0282	0.0594
0	0.0656	0.072	0.7442	0.022	0.019	0.0772
0	0.558	0.0868	0.0822	0.1658	0.0668	0.0404
0	0.2454	0.0796	0.0654	0.3748	0.15	0.0848
0	0.0412	0.0728	0.351	0.419	0.0572	0.0588
0	0.0768	0.1116	0.0834	0.1906	0.1486	0.389
0	0.1396	0.0996	0.0914	0.0474	0.4844	0.1376
0	0.3606	0.0884	0.0734	0.1514	0.1898	0.1364
0	0.0826	0.2824	0.1118	0.0964	0.3418	0.085
0	0.0328	0.4452	0.16	0.151	0.0266	0.1844
0	0.1252	0.1602	0.0514	0.395	0.104	0.1642
0	0.0656	0.3094	0.0886	0.0788	0.3938	0.0638
0	0.2658	0.2148	0.0876	0.1446	0.0918	0.1954
0	0.0972	0.121	0.1322	0.3474	0.0912	0.211
0	0.0732	0.0728	0.1598	0.2032	0.4422	0.0488
0	0.1232	0.261	0.2528	0.259	0.0928	0.0112
0	0.0288	0.1714	0.4264	0.0658	0.1998	0.1078
0	0.1404	0.079	0.17	0.239	0.0616	0.31
0	0.1598	0.1308	0.1198	0.2882	0.2428	0.0586
0	0.224	0.196	0.1936	0.0392	0.2772	0.07
0	0.1694	0.2128	0.0878	0.1842	0.1404	0.2054
0	0.151	0.2718	0.0986	0.1756	0.124	0.179
0	0.0272	0.1	0.046	0.1744	0.6168	0.0356
0	0.1846	0.0596	0.3702	0.0458	0.2734	0.0664
0	0.0084	0.4686	0.0454	0.2516	0.1534	0.0726
0	0.6162	0.1094	0.1186	0.0532	0.0684	0.0342
0	0.037	0.1008	0.1066	0.4304	0.1114	0.2138
0	0.2746	0.0314	0.0708	0.2898	0.2726	0.0608
0	0.0264	0.5184	0.097	0.1754	0.1544	0.0284
0	0.2268	0.0934	0.2184	0.2782	0.0674	0.1158
0	0.1102	0.1706	0.1556	0.293	0.2012	0.0694
0	0.1026	0.0396	0.0306	0.1676	0.5768	0.0828
0	0.0802	0.0616	0.0428	0.0314	0.078	0.706
0	0.2552	0.031	0.0336	0.0698	0.0868	0.5236
0	0.1072	0.33	0.0982	0.0346	0.1248	0.3052
0	0.2188	0.0578	0.1366	0.091	0.0984	0.3974
0	0.0742	0.0688	0.0154	0.2332	0.0724	0.536
0	0.0266	0.2484	0.0886	0.2954	0.1228	0.2182
0	0.3224	0.1426	0.0612	0.0592	0.3624	0.0522
0	0.2922	0.089	0.1924	0.0094	0.0624	0.3546
0	0.1018	0.0892	0.0532	0.0928	0.101	0.562
0	0.003	0.242	0.0566	0.0122	0.4016	0.2846
0	0.0624	0.0906	0.211	0.5138	0.0282	0.094
0	0.2026	0.0656	0.4074	0.0704	0.2296	0.0244
0	0.062	0.0602	0.3122	0.4226	0.092	0.051
0	0.0528	0.1816	0.2298	0.2434	0.28	0.0124
0	0.6062	0.1736	0.0494	0.0218	0.0486	0.1004
